Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
man,60+,others,others,4-6 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['ticket price', 'in flight service quality', 'punctuality']",spicejet;,very sensitive,no,"['free seat upgrades', 'cashback or discount']",early morning,cabin crew behavior,['others'],0,0,1,0,1,0,0,1,0,0,0,1
man,25-34,working professional,business,7-10 flights,first class,no preference,"third party website (e.g makemytrip, goibibo)","['punctuality', 'safety rating']",other;,not sensitive,yes,['free flights'],late night,extra legroom,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,business,7-10 flights,business,prefer layover for rest/personal reasons,other,['in flight service quality'],other;,very sensitive,no,"['free flights', 'priority check-in/boarding']",no preference,"amenities(e.g charging ports, eye-mask, blankets)",['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,7-10 flights,first class,prefer layover for rest/personal reasons,other,['loyalty programs'],other;,very sensitive,no,"['cashback or discount', 'free flights']",no preference,seat comfort,['business'],1,0,0,0,0,0,0,0,0,1,0,1
man,25-34,working professional,business,2-3 flights,economy,no preference,airline website/app,['loyalty programs'],other;,very sensitive,no,"['cashback or discount', 'free lounge access']",evening,in-flight entertainment,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,45-60,government employee,others,7-10 flights,first class,direct flight only,corporate booking portal,"['punctuality', 'brand reputation']",spicejet;,very sensitive,no,"['free flights', 'free seat upgrades']",evening,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,19-24,student,others,0 flight,premium economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'safety rating', 'in flight service quality']",other,very sensitive,planning to join,"['free seat upgrades', 'cashback or discount', 'free lounge access']",evening,"['in-flight entertainment', 'amenities(e.g charging ports, eye-mask, blankets)', 'seat comfort']",['others'],0,0,0,1,0,0,0,0,0,1,0,1
woman,19-24,student,others,more than 10 flight,premium economy,direct flight only,travel agent,['loyalty programs'],other;,very sensitive,no,"['free lounge access', 'free flights']",evening,seat comfort,['others'],0,0,0,1,0,0,0,0,1,0,0,1
woman,35-44,working professional,others,1 flight,economy,direct flight only,corporate booking portal,['safety rating'],vistara;,very sensitive,no,"['free flights', 'free lounge access']",late night,extra baggage facility,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,45-60,working professional,others,0 flight,economy,direct flight only,airline website/app,['safety rating'],spicejet;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",late night,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,45-60,working professional,others,more than 10 flight,first class,prefer 1-stop if cheaper,airline website/app,['ticket price'],spicejet;,very sensitive,no,['priority check-in/boarding'],afternoon,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,business owner,others,4-6 flights,business,no preference,"third party website (e.g makemytrip, goibibo)",['in flight service quality'],spicejet;,not sensitive,yes,['free lounge access'],afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,working professional,business,4-6 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,['loyalty programs'],other;,very sensitive,no,['free seat upgrades'],evening,in-flight entertainment,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,others,2-3 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)",['brand reputation'],spicejet;,very sensitive,no,"['priority check-in/boarding', 'free lounge access']",no preference,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,25-34,business owner,leisure/vacation,4-6 flights,business,prefer layover for rest/personal reasons,corporate booking portal,"['in flight service quality', 'punctuality']",other;,very sensitive,no,['priority check-in/boarding'],late night,extra baggage facility,['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,2-3 flights,economy,no preference,corporate booking portal,"['free food', 'safety rating', 'punctuality']",other;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,others,4-6 flights,business,prefer layover for rest/personal reasons,airline website/app,"['loyalty programs', 'in flight service quality']",other;,very sensitive,no,"['free flights', 'cashback or discount', 'free lounge access']",no preference,seat comfort,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,19-24,student,family visit,7-10 flights,business,no preference,"third party website (e.g makemytrip, goibibo)","['punctuality', 'loyalty programs', 'ticket price']",indigo;,not sensitive,yes,"['free flights', 'free lounge access', 'cashback or discount']",late night,seat comfort,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,25-34,student,education;family visit;,2-3 flights,economy,direct flight only,airline website/app,"['punctuality', 'seat comfort', 'safety rating']",indigo;,very sensitive,yes,"['free lounge access', 'free seat upgrades', 'free flights']",no preference,"['extra legroom', 'seat comfort']","['education', 'family_visit']",0,0,1,1,0,0,1,0,0,0,0,1
man,25-34,working professional,others,4-6 flights,business,prefer 1-stop if cheaper,corporate booking portal,"['free food', 'brand reputation', 'ticket price']",indigo;,very sensitive,no,"['free flights', 'cashback or discount', 'priority check-in/boarding']",evening,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,45-60,government employee,others,7-10 flights,business,prefer 1-stop if cheaper,corporate booking portal,"['punctuality', 'brand reputation', 'loyalty programs']",indigo;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount']",afternoon,extra legroom,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,25-34,working professional,others,7-10 flights,business,prefer layover for rest/personal reasons,airline website/app,"['free food', 'ticket price', 'punctuality']",indigo;,not sensitive,yes,['free seat upgrades'],early morning,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,45-60,government employee,others,7-10 flights,first class,prefer 1-stop if cheaper,airline website/app,['brand reputation'],indigo;,very sensitive,no,"['free lounge access', 'priority check-in/boarding']",no preference,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,60+,others,others,0 flight,premium economy,prefer 1-stop if cheaper,travel agent,['ticket price'],indigo;,very sensitive,no,"['free lounge access', 'free flights']",late night,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,7-10 flights,first class,direct flight only,other,"['punctuality', 'ticket price', 'brand reputation']",spicejet;,somewhat sensitive,yes,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",early morning,cabin crew behavior,['others'],0,1,0,0,1,0,0,1,0,0,0,1
man,25-34,business owner,others,2-3 flights,premium economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'free food', 'ticket price']",indigo;,very sensitive,no,"['free seat upgrades', 'free lounge access', 'priority check-in/boarding']",early morning,extra legroom,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,business,1 flight,premium economy,prefer 1-stop if cheaper,airline website/app,"['loyalty programs', 'safety rating', 'punctuality']",other;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding', 'cashback or discount']",early morning,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,60+,student,family visit,4-6 flights,first class,direct flight only,other,['free food'],other;,very sensitive,no,['cashback or discount'],evening,extra baggage facility,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,business,7-10 flights,business,prefer 1-stop if cheaper,travel agent,"['free food', 'ticket price', 'punctuality']",spicejet;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding']",afternoon,extra baggage facility,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,1 flight,economy,direct flight only,other,"['ticket price', 'brand reputation', 'free food']",indigo;,very sensitive,no,"['free flights', 'free lounge access']",late night,seat comfort,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,35-44,working professional,others,4-6 flights,business,direct flight only,other,"['safety rating', 'loyalty programs', 'ticket price']",other;,very sensitive,no,['free lounge access'],late night,in-flight entertainment,['others'],0,0,0,0,0,1,0,0,0,0,1,1
man,19-24,student,others,1 flight,premium economy,prefer layover for rest/personal reasons,other,['punctuality'],indigo;,not sensitive,yes,['priority check-in/boarding'],late night,cabin crew behavior,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,35-44,working professional,others,7-10 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'punctuality']",indigo;,not sensitive,yes,"['priority check-in/boarding', 'cashback or discount']",late night,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,business,7-10 flights,business,prefer layover for rest/personal reasons,travel agent,"['in flight service quality', 'safety rating', 'ticket price']",other;,somewhat sensitive,yes,['free lounge access'],evening,extra legroom,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,0 flight,economy,direct flight only,corporate booking portal,['punctuality'],indigo;,not sensitive,yes,"['free lounge access', 'cashback or discount']",no preference,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,35-44,working professional,others,2-3 flights,economy,prefer 1-stop if cheaper,other,"['punctuality', 'brand reputation', 'in flight service quality']",indigo;,very sensitive,no,['free lounge access'],afternoon,extra baggage facility,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,35-44,working professional,others,7-10 flights,business,prefer layover for rest/personal reasons,travel agent,['brand reputation'],other;,not sensitive,yes,['priority check-in/boarding'],afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,45-60,working professional,others,4-6 flights,premium economy,direct flight only,travel agent,['ticket price'],other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding']",early morning,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,45-60,government employee,others,0 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,"['safety rating', 'loyalty programs']",other;,somewhat sensitive,yes,"['free seat upgrades', 'free flights', 'cashback or discount']",early morning,cabin crew behavior,['others'],0,0,1,0,0,0,0,0,0,1,0,1
man,35-44,business owner,others,2-3 flights,economy,prefer layover for rest/personal reasons,corporate booking portal,['punctuality'],spicejet;,not sensitive,yes,"['free lounge access', 'free seat upgrades', 'cashback or discount']",early morning,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,45-60,student,others,0 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,"['brand reputation', 'free food']",other;,very sensitive,no,"['cashback or discount', 'free lounge access', 'free seat upgrades']",no preference,cabin crew behavior,['others'],0,0,0,1,0,0,0,0,1,0,0,1
man,45-60,working professional,others,4-6 flights,business,direct flight only,travel agent,"['loyalty programs', 'punctuality']",vistara;,very sensitive,no,"['free seat upgrades', 'free flights', 'free lounge access']",no preference,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,leisure/vacation;business;family visit,2-3 flights,first class,direct flight only,airline website/app,"['ticket price', 'in flight service quality', 'loyalty programs']",indigo,very sensitive,no,"['cashback or discount', 'extra baggage', 'free lounge access']",early morning,"['seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)', 'extra legroom']","['leisure', 'business', 'family_visit']",1,1,1,0,0,0,1,0,0,0,0,1
man,19-24,student,others,0 flight,economy,prefer 1-stop if cheaper,airline website/app,['brand reputation'],indigo;,not sensitive,yes,['free flights'],evening,extra baggage facility,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,others,7-10 flights,first class,direct flight only,other,"['ticket price', 'in flight service quality']",other;,not sensitive,yes,"['free lounge access', 'free flights', 'free seat upgrades']",early morning,seat comfort,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,35-44,student,others,7-10 flights,business,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'brand reputation', 'safety rating']",indigo;,not sensitive,yes,['free seat upgrades'],early morning,cabin crew behavior,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,45-60,working professional,family visit,4-6 flights,business,prefer layover for rest/personal reasons,corporate booking portal,"['safety rating', 'punctuality', 'brand reputation']",other;,not sensitive,yes,"['priority check-in/boarding', 'free flights']",afternoon,extra baggage facility,['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
man,60+,others,others,4-6 flights,business,prefer 1-stop if cheaper,airline website/app,"['in flight service quality', 'safety rating', 'brand reputation']",other;,very sensitive,no,"['free flights', 'free seat upgrades']",afternoon,cabin crew behavior,['others'],0,1,0,0,1,0,0,1,0,0,0,1
